"userid","id","from_visit","to_visit","place_id","visit_date","visit_type","session","mobile","mobile_ime","ipaddress","latitude","longitude","url_link","network","device","browse1","browse2","visit_count","social","up_count","down_count","web_qry","level","percent"
"E56CD-C315-7CC77",164,"19:34","19:56",18,"2021-12-02",1,34,"6504744692","309982927235824","192.219.34.68","11.9839","80.6498","http://www.angelfire.com/ goth/doujinshi_rapture/","Airtel",3,"Chrome","Safari (in-app)",42,"Twitter, Instagram, TikTok",0,36,"angelfire rapture","Yes",31.4159292035398
"3C431-0504-8BB6C",165,"16:17","16:44",4,"2021-12-02",1,23,"7644983122","923974685319478","192.53.217.137","11.5859","80.7018","http://www.geocities.com/ tokyo/villa/9953/yaoimain .html","BSNL",2,"Opera","Safari (in-app)",53,"Facebook, Instagram, Snapchat",32,31,"yaoimain","Yes",37.4449339207048
"CA6ED-7B1B-57A4F",166,"20:11","20:53",7,"2021-11-28",5,31,"7891269199","757193652955976","192.247.255.206","11.1389","78.1685","https://web.facebook.com/ groups/pxperts/","Vodafone",2,"Internet Explorer","Safari (in-app)",46,"Facebook",41,33,"online game","Moderate",43.4977578475336
"BAB50-C0DD-3523D",167,"17:47","18:30",4,"2021-12-04",1,26,"6680325694","349032824488688","192.35.138.70","11.4530","78.1274","http://www.shoujoai.com/","Vodafone",3,"Safari","Safari (in-app)",62,"Facebook, Google",17,45,"shoujoai","Moderate",41.8103448275862
"E56CD-C315-7CC77",168,"5:29","6:9",8,"2021-12-01",1,36,"6504744692","309982927235824","192.111.26.45","11.3256","79.5834","http://www.peachprincess. com/","Vodafone",3,"Safari","Internet Explorer",65,"Whatsapp, Instagram",22,50,"peach princess","Yes",31.4159292035398
"BAB50-C0DD-3523D",169,"7:30","7:48",16,"2021-11-29",1,19,"6680325694","349032824488688","192.250.115.11","10.1315","77.5197","http://www.densetsu.com/","Airtel",1,"Safari","Chrome",34,"Facebook",24,15,"densetsu","Moderate",41.8103448275862
"C7520-836C-A1472",170,"8:8","9:8",4,"2021-12-05",6,25,"6595035885","858167612619769","192.238.53.34","10.8252","80.6586","https://www.youtube.com/w atch?v=65a5QQ3ZR2g&list=P L55RiY5tL51oGJorjEgl6NVeD bx_fO5jR","Jio",3,"Chrome","Safari (in-app)",31,"Whatsapp",2,31,"child speciality hospitals in tamilnadu","Moderate",41.3145539906103
"CC4FB-160A-5C245",171,"16:30","17:26",5,"2021-11-29",13,15,"8905366896","111473011332166","192.63.16.116","10.8084","78.8254","https://web.facebook.com/ MekTekBD/inbox/","Vodafone",3,"Opera","Chrome",66,"Twitter",42,21,"villege complaints","Yes",37.1980676328502
"BAB50-C0DD-3523D",172,"5:13","5:36",7,"2021-12-03",11,39,"6680325694","349032824488688","192.16.137.138","10.2194","78.2016","https://github.com/shawon 100","Jio",1,"Safari","UC Browser",48,"Whatsapp",20,13,"birds information","Moderate",41.8103448275862
"3C431-0504-8BB6C",173,"9:44","10:30",23,"2021-12-06",2,31,"7644983122","923974685319478","192.128.224.151","10.3233","77.7391","https://www.udemy.com/pyt hon-complete/learn/v4/con tent","Airtel",3,"Opera","Chrome",70,"Twitter, Youtube, Snapchat",15,12,"image editing softwares","Yes",37.4449339207048
"3C431-0504-8BB6C",174,"14:34","15:28",21,"2021-12-06",12,22,"7644983122","923974685319478","192.184.218.178","11.7491","79.4732","http://helpfulhub.com/346 01/","BSNL",1,"Opera","Chrome",30,"Whatsapp",18,25,"vegetables delivery","Yes",37.4449339207048
"BAB50-C0DD-3523D",175,"3:57","4:13",24,"2021-12-03",6,36,"6680325694","349032824488688","192.154.253.58","10.3364","78.1372","https://www.youtube.com/w atch?v=mhDJYm4cLzU&list=P LTydW-y9HsbQ2ztoaLBJTd4ww jc_oqWx4","Airtel",1,"Internet Explorer","Chrome",57,"Whatsapp, Instagram, LinkedIn",9,16,"child speciality hospitals in tamilnadu","Moderate",41.8103448275862
"CA6ED-7B1B-57A4F",176,"5:30","6:25",18,"2021-12-06",13,31,"7891269199","757193652955976","192.209.195.167","10.4862","79.1001","https://drive.google.com/ drive/my-drive","BSNL",1,"Opera","UC Browser",63,"Facebook, Google",39,45,"secure my images in drive","Moderate",43.4977578475336
"BAB50-C0DD-3523D",177,"18:13","18:25",12,"2021-12-06",1,14,"6680325694","349032824488688","192.10.87.222","11.1830","79.8893","http://www.hentaigamer.co m","Airtel",1,"Internet Explorer","BlackBerry",43,"Whatsapp, Instagram",11,5,"hentai gamer","Moderate",41.8103448275862
"CA6ED-7B1B-57A4F",178,"14:4","14:48",10,"2021-12-03",12,27,"7891269199","757193652955976","192.49.118.185","10.3407","79.7658","http://www.supercounters. com/stats/1343844","Jio",3,"Safari","Chrome",36,"Whatsapp",27,36,"dress shopping","Moderate",43.4977578475336
"CA6ED-7B1B-57A4F",179,"5:16","5:31",16,"2021-12-01",12,31,"7891269199","757193652955976","192.168.111.210","10.9095","77.8199","https://shoppurplehaze.co m/giftloyalty/admin/users /usermaint.php#","Airtel",1,"Internet Explorer","Android Browser",37,"Twitter",31,9,"latest mobile","Moderate",43.4977578475336
"3C431-0504-8BB6C",180,"10:11","10:45",16,"2021-11-30",1,19,"7644983122","923974685319478","192.175.44.221","11.5715","77.1324","http://www.geocities.com/ hushie_hush/","Airtel",2,"Chrome","Android Browser",65,"Whatsapp, Instagram",44,4,"geocities hushie","Yes",37.4449339207048
"42373-2D80-364D0",181,"5:15","5:46",12,"2021-12-03",5,10,"6826592916","551609031324661","192.43.22.246","10.5591","77.9661","https://shoppurplehaze.co m/giftloyalty/admin/repor ts/transactionhistory.php","BSNL",2,"Firefox","BlackBerry",30,"Whatsapp",43,37,"online game","Yes",34.1463414634146
"C7520-836C-A1472",182,"15:19","15:52",12,"2021-12-05",4,35,"6595035885","858167612619769","192.222.202.231","11.6922","80.5713","https://mail.zoho.com/biz /index.do","Airtel",1,"Safari","Chrome",60,"Whatsapp, Google, LinkedIn",38,14,"web page event script","Moderate",41.3145539906103
"83FEF-5CDB-E7FFD",183,"6:52","7:20",10,"2021-12-02",11,14,"6518457740","964635411881574","192.15.9.66","11.9514","77.2934","https://github.com/shawon 100","Airtel",3,"Firefox","Android Browser",30,"Whatsapp, Google",3,41,"birds information","Yes",37.10407239819
"E56CD-C315-7CC77",184,"15:16","16:10",2,"2021-12-01",2,33,"6504744692","309982927235824","192.34.220.31","11.7442","80.9809","https://www.youtube.com/w atch?v=8Q84M57fVm8","BSNL",2,"Firefox","Chrome",49,"Facebook",6,40,"arts colleges","Yes",31.4159292035398
"BAB50-C0DD-3523D",185,"8:31","8:59",17,"2021-11-27",9,14,"6680325694","349032824488688","192.169.191.228","10.3073","80.7007","https://web.facebook.com/ search/top/?q=shatil","Jio",1,"Firefox","Safari (in-app)",34,"Whatsapp, Youtube, LinkedIn",14,49,"temple rework","Moderate",41.8103448275862
"4020A-B6A7-FAA55",186,"19:47","20:9",3,"2021-11-27",4,10,"6263256529","764701507641452","192.59.121.45","10.3285","77.1349","http://www.10convert.com/ watch?v=Jaya8b6V_OY","Jio",3,"Safari","BlackBerry",38,"Twitter, Instagram",25,39,"IOT and embedded","Moderate",44.6511627906977
"CA6ED-7B1B-57A4F",187,"6:25","6:38",11,"2021-11-29",9,30,"7891269199","757193652955976","192.109.100.1","10.2721","79.1281","https://www.hackerrank.co m/challenges/nested-list/ leaderboard","BSNL",2,"Safari","Android Browser",33,"Facebook, Google",50,31,"design templates","Moderate",43.4977578475336
"83FEF-5CDB-E7FFD",188,"2:12","2:30",11,"2021-12-01",4,32,"6518457740","964635411881574","192.71.48.137","10.1941","77.2610","https://www.w3schools.com /html/tryit.asp?filename= tryhtml5_geolocation","Airtel",1,"Opera","Chrome",62,"Whatsapp",38,23,"web technologies","Yes",37.10407239819
"1458A-BF33-B8424",189,"4:51","5:14",25,"2021-12-04",2,30,"8378841539","758568075794728","192.182.199.20","10.5952","78.2876","https://www.youtube.com/w atch?v=8Q84M57fVm8","BSNL",1,"Firefox","BlackBerry",52,"Twitter, Google, Snapchat",8,27,"arts colleges","Yes",37.2641509433962
"83FEF-5CDB-E7FFD",190,"3:21","4:10",6,"2021-12-03",4,18,"6518457740","964635411881574","192.207.225.72","11.3503","80.1556","https://www.udemy.com/pyt hon-complete/learn/v4/?co uponCode=UCFREE1","Airtel",1,"Chrome","Chrome",51,"Twitter",41,33,"Artificial intelligence functionalites","Yes",37.10407239819
"1458A-BF33-B8424",191,"7:10","7:49",2,"2021-11-29",12,16,"8378841539","758568075794728","192.108.3.10","11.3970","78.1900","https://www.linkedin.com/ in/ashadullah-shawon-b516 06aa/detail/recent-activi ty/posts/","Airtel",2,"Safari","UC Browser",62,"Whatsapp, Google",8,48,"kids play dolls","Yes",37.2641509433962
"3C431-0504-8BB6C",192,"12:21","12:56",15,"2021-11-27",11,29,"7644983122","923974685319478","192.45.217.191","11.9584","79.7287","http://codeforces.com/con tests","Airtel",3,"Opera","Safari (in-app)",34,"Twitter, Youtube, Snapchat",44,36,"wild animals information","Yes",37.4449339207048
"4020A-B6A7-FAA55",193,"8:0","8:35",24,"2021-11-27",10,13,"6263256529","764701507641452","192.23.97.254","10.3838","77.5917","http://localhost:8888/not ebooks/Documents/Python/W eb_User_Classification.ip ynb","BSNL",1,"Safari","Safari (in-app)",41,"Whatsapp, Google",42,25,"avalilable engineering colleges in pondicherry","Moderate",44.6511627906977
"C7520-836C-A1472",194,"16:25","16:59",14,"2021-12-03",1,16,"6595035885","858167612619769","192.212.90.220","10.9733","80.7863","http://www.cutepet.org/","Jio",1,"Firefox","BlackBerry",41,"Twitter",45,45,"cutepet","Moderate",41.3145539906103
"1458A-BF33-B8424",195,"21:34","22:20",1,"2021-11-27",7,35,"8378841539","758568075794728","192.172.77.163","10.1847","79.4251","https://web.facebook.com/ search/str/shatil+ahmed+a kid/keywords_search","Vodafone",3,"Opera","Android Browser",54,"Whatsapp",16,18,"online examination","Yes",37.2641509433962
"CC4FB-160A-5C245",196,"13:47","14:5",8,"2021-12-03",5,23,"8905366896","111473011332166","192.227.144.147","10.8366","80.6402","https://ssl2anyone2.com/w atch?key=c46c14fbcf5d9549 39c333d815e3d6ef","Airtel",3,"Opera","UC Browser",38,"Whatsapp",35,25,"game download","Yes",37.1980676328502
"4020A-B6A7-FAA55",197,"3:54","4:10",6,"2021-12-01",3,36,"6263256529","764701507641452","192.26.129.57","11.8634","77.5453","https://web.facebook.com/ events/561372077532093/?a ctive_tab=about","Airtel",2,"Safari","Chrome",67,"Twitter",48,50,"online shopping ","Moderate",44.6511627906977
"42373-2D80-364D0",198,"15:29","16:10",7,"2021-12-05",11,40,"6826592916","551609031324661","192.153.161.102","10.5511","77.1278","https://github.com/shawon 100","Vodafone",1,"Chrome","BlackBerry",40,"Facebook, Instagram",26,44,"birds information","Yes",34.1463414634146
"1458A-BF33-B8424",199,"18:21","19:18",9,"2021-11-30",13,39,"8378841539","758568075794728","192.186.66.41","10.7159","77.8097","https://drive.google.com/ drive/my-drive","Airtel",1,"Firefox","Safari (in-app)",41,"Facebook",0,3,"secure my images in drive","Yes",37.2641509433962
"1458A-BF33-B8424",200,"21:5","21:37",4,"2021-12-05",1,19,"8378841539","758568075794728","192.77.217.186","11.5549","79.6161","http://home.arcor.de/jroc k-yaoi/index2.htm","BSNL",3,"Internet Explorer","Android Browser",35,"Facebook",44,49,"arcor jrock","Yes",37.2641509433962
"83FEF-5CDB-E7FFD",201,"10:36","11:21",20,"2021-12-03",6,38,"6518457740","964635411881574","192.212.176.23","11.9478","79.4696","https://www.py4e.com/tool s/pythonauto/?PHPSESSID=a ffff25372b46bd8f3d4849915 1f1fdb","Jio",1,"Internet Explorer","Internet Explorer",32,"Twitter, Instagram",47,29,"covid 19 information","Yes",37.10407239819
"CA6ED-7B1B-57A4F",202,"4:57","5:32",20,"2021-11-28",5,35,"7891269199","757193652955976","192.144.18.67","11.3416","78.7624","https://www.floydhub.com/ shawon100/projects/screen shot-to-code-in-keras/","Vodafone",3,"Firefox","UC Browser",41,"Whatsapp",30,43,"villege complaints","Moderate",43.4977578475336
"BAB50-C0DD-3523D",203,"4:17","4:47",11,"2021-12-04",6,20,"6680325694","349032824488688","192.247.174.160","11.9956","79.7092","https://www.udebug.com/pr oblem-category/term/342","Airtel",2,"Chrome","Internet Explorer",56,"Whatsapp, Instagram",4,25,"cancer diseases and symptoms","Moderate",41.8103448275862
"BAB50-C0DD-3523D",204,"20:58","21:27",23,"2021-11-27",12,39,"6680325694","349032824488688","192.97.127.199","11.7153","78.1613","https://houxianxu.github. io/2015/04/23/logistic-so ftmax-regression/","Jio",2,"Internet Explorer","Android Browser",57,"Twitter, Instagram",39,4,"dress shopping","Moderate",41.8103448275862
"CC4FB-160A-5C245",205,"4:7","4:37",15,"2021-11-29",4,16,"8905366896","111473011332166","192.231.254.196","10.5539","79.9063","https://campus.datacamp.c om/courses/supervised-lea rning-with-scikit-learn/c lassification?ex=9","Airtel",1,"Internet Explorer","Chrome",37,"Whatsapp, Youtube, TikTok",4,7,"learn programmings","Yes",37.1980676328502
"1458A-BF33-B8424",206,"7:8","7:54",1,"2021-12-05",1,22,"8378841539","758568075794728","192.129.127.112","10.5905","78.9330","http://www.angelfire.com/ anime2/yurifics/index.htm l","Airtel",2,"Internet Explorer","Chrome",40,"Twitter",41,43,"angelfire","Yes",37.2641509433962
"C7520-836C-A1472",207,"16:16","17:8",10,"2021-11-28",2,21,"6595035885","858167612619769","192.94.188.202","10.2187","77.4135","https://www.youtube.com/w atch?v=8Q84M57fVm8","Vodafone",1,"Opera","Chrome",47,"Twitter, Google",41,39,"arts colleges","Moderate",41.3145539906103
"4020A-B6A7-FAA55",208,"14:28","14:39",25,"2021-11-27",1,22,"6263256529","764701507641452","192.191.33.147","11.1801","80.9620","http://www.kinu-sekigushi .com/","BSNL",1,"Safari","Safari (in-app)",37,"Facebook, Instagram",30,11,"kinu sekigushi","Moderate",44.6511627906977
"3C431-0504-8BB6C",209,"1:47","2:8",25,"2021-12-02",7,38,"7644983122","923974685319478","192.175.78.232","11.2017","77.9516","http://www.supercounters. com/map/1343844","BSNL",1,"Chrome","Chrome",70,"Twitter, Youtube, LinkedIn",49,8,"online class","Yes",37.4449339207048
"3C431-0504-8BB6C",210,"5:53","6:24",6,"2021-11-27",1,37,"7644983122","923974685319478","192.162.116.19","10.6605","78.9010","http://www.canadahentai.c om","Vodafone",3,"Safari","UC Browser",49,"Twitter",18,2,"canada hentai","Yes",37.4449339207048
"E56CD-C315-7CC77",211,"19:3","19:21",19,"2021-11-28",7,13,"6504744692","309982927235824","192.41.220.40","11.7194","77.8908","http://cv-tricks.com/cnn/ understand-resnet-alexnet -vgg-inception/","Airtel",1,"Firefox","Chrome",64,"Facebook",18,45,"kids shopping","Yes",31.4159292035398
"42373-2D80-364D0",212,"6:30","7:7",12,"2021-11-27",1,38,"6826592916","551609031324661","192.221.214.232","10.6488","78.9677","http://www.shoujoai.com/","Vodafone",2,"Safari","Internet Explorer",31,"Facebook, Youtube",31,39,"shoujoai","Yes",34.1463414634146
"1458A-BF33-B8424",213,"16:54","17:33",20,"2021-11-29",10,12,"8378841539","758568075794728","192.21.124.87","11.4188","79.6912","https://mail.google.com/m ail/u/0/h/5oh0i43val4j/?& th=16213f4d7379b25a&v=c","Jio",2,"Safari","Android Browser",35,"Twitter, Google, Snapchat",25,8,"avalilable engineering colleges in pondicherry","Yes",37.2641509433962
"3C431-0504-8BB6C",214,"19:32","20:17",22,"2021-12-04",7,30,"7644983122","923974685319478","192.221.129.127","11.8671","80.1895","https://web.facebook.com/ search/str/shatil+ahmed+a kid/keywords_search","Jio",2,"Safari","Internet Explorer",37,"Whatsapp",30,24,"online examination","Yes",37.4449339207048
"E56CD-C315-7CC77",215,"12:35","13:28",10,"2021-12-04",3,33,"6504744692","309982927235824","192.123.60.204","10.8837","80.8145","https://www.youtube.com/w atch?v=z0qhKP2liHs","Vodafone",3,"Chrome","Chrome",59,"Facebook, Youtube, LinkedIn",19,42,"cooking orders","Yes",31.4159292035398
"1458A-BF33-B8424",216,"10:6","10:43",13,"2021-12-01",4,32,"8378841539","758568075794728","192.65.31.117","10.3332","77.6115","https://www.udemy.com/com plete-react-js-course/","Jio",2,"Firefox","Internet Explorer",32,"Twitter, Instagram",30,16,"Easy web features by react","Yes",37.2641509433962
"C7520-836C-A1472",217,"16:24","16:45",10,"2021-11-28",7,12,"6595035885","858167612619769","192.79.57.195","11.7067","79.2964","https://www.udebug.com/sh akilruet","BSNL",2,"Safari","UC Browser",68,"Whatsapp, Google, LinkedIn",19,45,"online ebooks","Moderate",41.3145539906103
"C7520-836C-A1472",218,"18:30","19:25",23,"2021-12-05",1,29,"6595035885","858167612619769","192.211.25.227","11.7234","79.8242","http://www.yaoiluvr.net","Airtel",1,"Opera","Internet Explorer",69,"Whatsapp",3,39,"yaoiluvr","Moderate",41.3145539906103
"BAB50-C0DD-3523D",219,"12:32","12:43",23,"2021-12-04",11,21,"6680325694","349032824488688","192.85.220.9","10.6577","79.6869","http://codeforces.com/con tests/922","Airtel",1,"Chrome","Android Browser",62,"Twitter, Youtube",12,33,"child safety","Moderate",41.8103448275862
"E56CD-C315-7CC77",220,"1:56","2:45",13,"2021-11-27",3,16,"6504744692","309982927235824","192.37.112.194","10.7755","78.4351","https://www.coursera.org/ learn/python/lecture/NhDl c/video-welcome-to-python -guido-van-rossum","Airtel",3,"Chrome","BlackBerry",32,"Facebook",19,4,"download oganization projects","Yes",31.4159292035398
"83FEF-5CDB-E7FFD",221,"5:5","5:30",4,"2021-12-02",7,20,"6518457740","964635411881574","192.220.15.174","10.8237","78.8148","https://datascience.stack exchange.com/questions/10 950/link-prediction-bench mark-datasets","BSNL",3,"Internet Explorer","Chrome",66,"Twitter",2,38,"online examination","Yes",37.10407239819
"1458A-BF33-B8424",222,"9:20","9:35",1,"2021-12-03",8,32,"8378841539","758568075794728","192.93.23.52","10.5697","79.1902","http://deloton.com/afu.ph p?zoneid=1365143&var=1502 161","Vodafone",3,"Firefox","BlackBerry",68,"Twitter, Youtube, LinkedIn",45,37,"election news in kerala","Yes",37.2641509433962
"CA6ED-7B1B-57A4F",223,"18:51","19:27",21,"2021-12-05",4,10,"7891269199","757193652955976","192.247.227.242","10.2531","78.7321","https://github.com/shawon 100/Online-Compiler","Airtel",2,"Opera","Android Browser",34,"Facebook",22,5,"cloud computing usage","Moderate",43.4977578475336
"4020A-B6A7-FAA55",224,"18:48","19:47",21,"2021-11-28",3,12,"6263256529","764701507641452","192.10.40.167","10.3017","79.8033","https://web.facebook.com/ events/561372077532093/?a ctive_tab=about","Airtel",3,"Internet Explorer","Safari (in-app)",62,"Facebook, Google",11,35,"online shopping ","Moderate",44.6511627906977
"4020A-B6A7-FAA55",225,"4:21","4:36",20,"2021-12-02",8,36,"6263256529","764701507641452","192.92.9.32","11.3188","79.8906","https://www.youtube.com/w atch?v=gwVO5qtA85M","Jio",1,"Opera","Chrome",67,"Facebook, Instagram",20,9,"polimer news live","Moderate",44.6511627906977
"C7520-836C-A1472",226,"15:22","15:47",9,"2021-12-05",6,29,"6595035885","858167612619769","192.26.141.83","11.3368","78.9323","https://www.youtube.com/w atch?v=-i9SknnC3DM","Airtel",1,"Chrome","UC Browser",37,"Whatsapp, Instagram, LinkedIn",44,50,"chat with online health care","Moderate",41.3145539906103
"CC4FB-160A-5C245",227,"2:59","3:30",2,"2021-12-05",1,22,"8905366896","111473011332166","192.224.206.75","11.3816","78.8333","http://community.livejour nal.com/jrockyaoi/","Airtel",3,"Firefox","Internet Explorer",58,"Twitter, Google, Snapchat",39,38,"community live journal","Yes",37.1980676328502
"83FEF-5CDB-E7FFD",228,"1:50","2:39",11,"2021-11-30",13,21,"6518457740","964635411881574","192.213.26.34","11.4972","78.3213","https://www.quora.com/ans wer","BSNL",3,"Chrome","BlackBerry",68,"Twitter, Instagram",33,43,"villege complaints","Yes",37.10407239819
"3C431-0504-8BB6C",229,"6:28","6:51",8,"2021-11-27",6,23,"7644983122","923974685319478","192.252.20.226","11.1732","80.4937","https://www.coursera.org/ notifications","Jio",2,"Opera","Chrome",35,"Facebook, Instagram, Snapchat",19,28,"cancer speciality hospitals in tamilnadu","Yes",37.4449339207048
"1458A-BF33-B8424",230,"14:8","14:42",25,"2021-12-01",3,21,"8378841539","758568075794728","192.111.119.226","10.4132","78.3268","https://www.coursera.org/ learn/python/supplement/C WBH9/welcome-to-python-3","Airtel",1,"Safari","BlackBerry",59,"Whatsapp",28,16,"how to buy cloud space ","Yes",37.2641509433962
"83FEF-5CDB-E7FFD",231,"4:57","5:22",7,"2021-12-01",6,37,"6518457740","964635411881574","192.211.119.22","10.6491","77.5114","http://codeforces.com/con tests/with/Rezwan.Arefin0 1","Airtel",1,"Safari","Android Browser",65,"Facebook, Google",37,3,"cancer speciality hospitals in tamilnadu","Yes",37.10407239819
"CC4FB-160A-5C245",232,"6:54","7:42",21,"2021-11-27",7,21,"8905366896","111473011332166","192.177.43.215","10.7392","80.9060","http://cv-tricks.com/cnn/ understand-resnet-alexnet -vgg-inception/","Vodafone",2,"Chrome","Android Browser",42,"Twitter, Instagram, LinkedIn",40,49,"kids shopping","Yes",37.1980676328502
"4020A-B6A7-FAA55",233,"3:29","4:18",24,"2021-12-01",1,16,"6263256529","764701507641452","192.151.189.107","11.5354","79.9188","http://www.commonastherai n.com/eros.html","Jio",1,"Internet Explorer","Internet Explorer",30,"Facebook",21,43,"common astherain","Moderate",44.6511627906977
"3C431-0504-8BB6C",234,"16:25","17:11",7,"2021-11-28",13,30,"7644983122","923974685319478","192.4.21.50","11.7021","80.9996","https://web.facebook.com/ MekTekBD/inbox/?selected_ item_id=100007801654210","Airtel",1,"Firefox","Internet Explorer",69,"Facebook, Youtube",0,26,"women safety","Yes",37.4449339207048
"1458A-BF33-B8424",235,"20:23","20:46",8,"2021-12-03",7,15,"8378841539","758568075794728","192.17.154.146","11.7011","80.1248","https://web.facebook.com/ search/str/shatil+ahmed+a kid/keywords_search","Airtel",1,"Internet Explorer","Android Browser",70,"Whatsapp, Instagram",26,39,"online examination","Yes",37.2641509433962
"CA6ED-7B1B-57A4F",236,"9:27","10:22",6,"2021-12-01",1,10,"7891269199","757193652955976","192.159.66.68","10.9780","79.5345","http://www.orchidveil.net /trapdoor/","Airtel",1,"Firefox","UC Browser",44,"Whatsapp",41,36,"orchideil","Moderate",43.4977578475336
"CA6ED-7B1B-57A4F",237,"2:14","3:11",25,"2021-12-06",7,25,"7891269199","757193652955976","192.116.218.138","10.6372","80.8751","https://web.facebook.com/ search/str/shatil+cse+rue t/keywords_search","BSNL",3,"Safari","Safari (in-app)",69,"Twitter",50,30,"online class","Moderate",43.4977578475336
"CA6ED-7B1B-57A4F",238,"17:24","17:40",21,"2021-12-06",3,31,"7891269199","757193652955976","192.46.247.186","10.4609","78.8162","https://www.hackerrank.co m/jobs/search","Jio",2,"Opera","Safari (in-app)",49,"Facebook, Instagram",27,7,"how to buy cloud space ","Moderate",43.4977578475336
"CC4FB-160A-5C245",239,"15:11","15:33",11,"2021-11-29",5,11,"8905366896","111473011332166","192.52.172.224","10.5875","80.1399","https://web.facebook.com/ groups/pxperts/?ref=linke d_groups_hscroll","Vodafone",1,"Firefox","UC Browser",38,"Whatsapp",39,46,"latest games download","Yes",37.1980676328502
"3C431-0504-8BB6C",240,"7:20","8:3",6,"2021-12-03",7,34,"7644983122","923974685319478","192.63.83.253","10.5132","80.8852","http://cv-tricks.com/cnn/ understand-resnet-alexnet -vgg-inception/","Vodafone",2,"Firefox","Android Browser",41,"Whatsapp",4,18,"kids shopping","Yes",37.4449339207048
"4020A-B6A7-FAA55",241,"2:49","3:4",14,"2021-11-29",3,15,"6263256529","764701507641452","192.206.207.104","11.1579","80.5677","https://www.hackerrank.co m/challenges/nested-list/ problem","Airtel",1,"Safari","Internet Explorer",61,"Whatsapp, Instagram, TikTok",3,8,"react js course fee","Moderate",44.6511627906977
"3C431-0504-8BB6C",242,"13:56","14:29",22,"2021-12-04",4,25,"7644983122","923974685319478","192.80.237.170","10.7064","78.2519","http://codeforces.com/sea rch?query=compilers","Airtel",2,"Internet Explorer","UC Browser",35,"Facebook",13,33,"c example program","Yes",37.4449339207048
"C7520-836C-A1472",243,"15:8","15:46",15,"2021-11-27",2,28,"6595035885","858167612619769","192.69.121.218","10.3657","80.8229","https://www.youtube.com/w atch?v=MUSUkYWnyPM","Airtel",2,"Internet Explorer","Android Browser",38,"Facebook, Google",7,13,"music apps download","Moderate",41.3145539906103
"E56CD-C315-7CC77",244,"19:6","19:30",2,"2021-12-03",3,36,"6504744692","309982927235824","192.92.222.172","10.7621","78.2261","https://www.udemy.com/hom e/my-courses/learning/?p= 3","BSNL",3,"Firefox","Internet Explorer",54,"Facebook, Google",48,31,"download oganization projects","Yes",31.4159292035398
"C7520-836C-A1472",245,"11:27","12:7",23,"2021-12-02",5,14,"6595035885","858167612619769","192.97.198.245","10.5525","77.3423","https://archive.ics.uci.e du/ml/machine-learning-da tabases/00327/","Jio",1,"Safari","Chrome",52,"Twitter, Google",45,10,"game download","Moderate",41.3145539906103
"BAB50-C0DD-3523D",246,"18:8","18:24",18,"2021-12-02",1,26,"6680325694","349032824488688","192.90.193.245","10.2181","77.3265","http://www.animehouse.com /","Airtel",2,"Safari","Chrome",56,"Twitter, Instagram, LinkedIn",0,49,"animehouse","Moderate",41.8103448275862
"CC4FB-160A-5C245",247,"7:15","7:59",21,"2021-11-30",6,29,"8905366896","111473011332166","192.29.214.133","11.6633","78.4574","https://web.facebook.com/ sabbir.ahmed.emon.80?hc_l ocation=ufi","BSNL",1,"Chrome","Android Browser",45,"Twitter, Youtube",11,46,"cancer diseases and symptoms","Yes",37.1980676328502
"CA6ED-7B1B-57A4F",248,"3:36","3:55",3,"2021-11-30",7,34,"7891269199","757193652955976","192.155.148.233","11.2199","78.6249","https://www.online-conver t.com/login","Airtel",2,"Safari","Chrome",63,"Facebook, Google, Snapchat",44,9,"kids security","Moderate",43.4977578475336
"42373-2D80-364D0",249,"6:55","7:15",20,"2021-12-04",13,37,"6826592916","551609031324661","192.171.253.171","11.5993","77.1279","https://web.facebook.com/ ashadullah.shawon","Jio",2,"Chrome","Safari (in-app)",63,"Twitter, Instagram, LinkedIn",48,4,"covid 19 affected in india","Yes",34.1463414634146
"3C431-0504-8BB6C",250,"12:52","13:51",21,"2021-11-30",12,12,"7644983122","923974685319478","192.167.147.0","11.6866","79.7088","https://www.discudemy.com /go/laravel-e-commerce-re stful-api","Vodafone",1,"Safari","Safari (in-app)",53,"Whatsapp, Youtube, LinkedIn",9,33,"flipkart","Yes",37.4449339207048
"CC4FB-160A-5C245",251,"13:39","14:27",10,"2021-12-02",6,38,"8905366896","111473011332166","192.202.248.124","11.8666","77.7556","https://www.youtube.com/w atch?v=ZDFJqOTbSmE","BSNL",3,"Chrome","Internet Explorer",56,"Facebook, Google",1,30,"cancer speciality hospitals in tamilnadu","Yes",37.1980676328502
"83FEF-5CDB-E7FFD",252,"7:44","8:34",18,"2021-12-02",8,34,"6518457740","964635411881574","192.144.119.250","10.2161","78.2623","https://www.youtube.com/w atch?v=Dz1yMnnvpQo","Airtel",2,"Internet Explorer","Safari (in-app)",57,"Twitter",23,45,"election news in kerala","Yes",37.10407239819
"4020A-B6A7-FAA55",253,"3:17","3:47",17,"2021-12-05",1,37,"6263256529","764701507641452","192.117.216.125","11.5695","77.6587","http://www.gaytoon-japan. com","Jio",2,"Opera","Chrome",40,"Twitter",31,30,"gaytoon japan","Moderate",44.6511627906977
